Book-Title,Book-Author
The Bean Trees,Barbara Kingsolver
Homeland and Other Stories,Barbara Kingsolver
"A Suitable Boy : Novel, A",Vikram Seth
Daughter of Fortune,Isabel Allende
The Fly on the Wall,Tony Hillerman
Cranford (The World's Classics),Elizabeth Gaskell
The Red Tent (Bestselling Backlist),Anita Diamant
The Right Hand of Amon,Lauren Haney
Last Blue: Poems,Gerald Stern
The Cat Who Wasn't There,Lilian Jackson Braun
Isle of Dogs,Patricia Daniels Cornwell
Light a Penny Candle,Maeve Binchy
The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes
Turn of the Screw and Short N,Henry James
The Country of the Pointed Firs (Dover Thrift Editions),Sarah Orne Jewett
Early Poems (Dover Thrift Editions),William Carlos Williams
Barchester Towers (Oxford Pocket Classics),Anthony Trollope
REEF,Edith Wharton
Wednesday the Rabbi Got Wet,Harry Kemelman
Things My Girlfriend and I Have Argued About: A Novel,Mil Millington
Listening Hearts: Discerning Call in Community,Suzanne G. Farnham
Unattainable Earth,Czeslaw Milosz
"The Practice of Prayer (New Church's Teaching Series, Vol 4)",Margaret Guenther
Vertical Poetry: Recent Poems,Roberto Juarroz
Rubinstein's Chess Masterpieces,Akiba Rubinstein
The Nanny Diaries: A Novel,Emma McLaughlin
Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,P Coelho
I Giorni Dell'abbandono,Elena Ferrante
The Gizmo,Paul Jennings
The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,"Mark E., Jr. Neely"
Organic Chemistry (Saunders Golden Sunburst Series),Stephen J. Weininger
Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein
Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman
"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Alfie Kohn
Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,Paula Polk Lillard
Oil Painting Techniques (Artist's Painting Library),David Lewis
Going down swinging,Billie Livingston
Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang
Like a Hole in the Head,Jen Banbury
Postmortem,Patricia Daniels Cornwell
The Cove,Catherine Coulter
An Inconvenient Woman,Dominick Dunne
Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler
While My Pretty One Sleeps,Mary Higgins Clark
Antipodes 10,John Pascal
Kick Ass: Selected Columns of Carl Hiaasen,Carl Hiaasen
Everything Is Illuminated: A Novel,Jonathan Safran Foer
Life of Pi,Yann Martel
Rules of the Wild,Francesca Marciano
Three Junes,JULIA GLASS
Back Roads,Tawni O'Dell
In Her Shoes : A Novel,Jennifer Weiner
The Kiss,Danielle Steel
Home Spun: A Collection,Leon Hale
Sweet Hereafter Movie Tie-In : A Novel,Russell Banks
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge
11th Hour,Bradley Warshauer
In Country RI,Bobbie Ann Mason
Brazen Virtue,Nora Roberts
Ghost Moon,Karen Robards
Brewing Up a Storm: A John Thatcher Mystery,Emma Lathen
Strangers,Dean R. Koontz
Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman
The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard
Night Tales,Nora Roberts
A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY
Chopping Spree,DIANE MOTT DAVIDSON
Four Blondes,Candace Bushnell
River's End,Nora Roberts
Summer Island,KRISTIN HANNAH
The Straw Men,Michael Marshall
The Doctor the Patient: The Personal Journey of a Physician With Cancer,Allen Widome
The Street Lawyer,John Grisham
The Chamber,John Grisham
Warlock : A Novel of Ancient Egypt,Wilbur Smith
The Teacher from the Black Lagoon,Mike Thaler
The Partner,John Grisham
Primal Scream,Michael Slade
Chosen Prey,John Sandford
Guilty as Sin,TAMI HOAG
Night Sins,TAMI HOAG
The Second Time Around : A Novel,Mary Higgins Clark
Three,Ted Dekker
The Canopy,Angela Elwell Hunt
Blink,Ted Dekker
Last Battle,C. S. Lewis
Prince Caspian,C. S. Lewis
Robert's Rules of Order,William Eisner
Abduction,Robin Cook
And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule
Not a Day Goes By : A Novel,E. LYNN HARRIS
Sun Signs,Linda Goodman
"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE
The Mummy or Ramses the Damned,Anne Rice
HIS LITTLE WOMEN : HIS LITTLE WOMEN,Judith Rossner
Her Mother's Daughter,Marilyn French
Your Erroneous Zones,Wayne W. Dyer
The Night Listener,Armistead Maupin
Organizing from the Inside Out,Julie Morgenstern
The Hellfire Club,Peter Straub
"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",Jack
Vanished,Danielle Steel
The Women in His Life (G K Hall Large Print Book Series),Barbara Taylor Bradford
The Morning After,Lisa Jackson
Missing Susan,SHARYN MCCRUMB
Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper
Kitchen Privileges : A Memoir,Mary Higgins Clark
We Are Our Mothers' Daughters,Cokie Roberts
Horus's Horrible Day (First Graders from Mars),Shana Corey
My Garden (Beginning Literacy),Jesse S. Ostrow
101 Dalmatians,Justine Korman
In the Dinosaur's Paw (Kids of the Polk Street School),PATRICIA REILLY GIFF
Ralph S. Mouse,Beverly Cleary
"The First Journey (Animorphs. Alternamorphs, 1)",K. A. Applegate
How Do Dinosaurs Learn to Read,Jane Yolen
My First Book about Space (Golden Look-Look Books (Paperback)),Dinah L. Moche
You Be the Jury #02,Marvin Miller
Comic Characters,Craig Boldman
The Time Machine (Troll Illustrated Classics),H. G. Wells
I Like School (in My World Series),Bobbie Kalman
Sacred Ground,Mercedes Lackey
Burning Water (Burning Water),Mercedes Lackey
The Tightrope Walker,Dorothy Gilman
MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon
Children of the Night,Mercedes Lackey
Rainbow the Stormy Life of Judy Garland,Christopher Finch
Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER
A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming
Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Julia Spencer-Fleming
Daisy Fay and the Miracle Man,Fannie Flagg
Little House On the Prairie,Laura Ingall Wilder
Angela's Ashes: A Memoir,Frank McCourt
The Next Accident,LISA GARDNER
Socks (Cleary Reissue),Beverly Cleary
"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",Gertrude Chandler Warner
In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming
"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN
"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN
"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN
Eyeshot,Lynn S. Hightower
"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb
The Rosewood Casket,Sharyn McCrumb
The Amazing Mrs. Pollifax,Dorothy Gilman
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser
The Unsung Hero,Suzanne Brockmann
"Two Princesses of Bamarre, The",Gail Carson Levine
Ella Enchanted (rack),Gail Carson Levine
Passing for Thin : Losing Half My Weight and Finding My Self,FRANCES KUFFEL
Bloodlines (Dog Lover's Mysteries),Susan Conant
Kissing in Manhattan,DAVID SCHICKLER
Echoes,Maeve Binchy
Someone to Watch Over Me : A Novel,Judith McNaught
The Toynbee Convector,Ray Bradbury
One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich
The Bell Jar : A Novel (Perennial Classics),Sylvia Plath
A polar bear called Pingo,Ilona Koidahl
Dark Lady,Richard North Patterson
The Future Scrolls,Fern Michaels
About Face,Fern Michaels
Tarot Says Beware (A Herculeah Jones Mystery),Betsy Byars
Globalhead,Bruce Sterling
Along Came a Spider (Alex Cross Novels),James Patterson
Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach
The River King,Alice Hoffman
Final Appeal,Lisa Scottoline
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson
Atonement,Ian McEwan
Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,David Feldman
Someone to Watch Over Me : Stories,Richard Bausch
Stately Pursuits,Katie Fforde
The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect),James Burke
"My Father, Dancing (Harvest Book)",Bliss Broyard
Women on the Case,Sara Paretsky
New Cardiff,Charles Webb
Almost: A Novel,Elizabeth Benedict
A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker,Stanley Morison
Stand Still Like the Hummingbird,Henry Miller
Crossing the Unknown Sea: Work As a Pilgrimage of Identity,David Whyte
The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders,Warren  Bennis
"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck
No Future Without Forgiveness,Desmond Mpilo Tutu
"A Call to Conscience : The Landmark Speeches of Dr. Martin Luther King, Jr.",Kris Shepard
On the Road (Penguin 20th Century Classics),Jack Kerouac
I And Thou,Martin Buber
The Prince (Dover Thrift Editions),NiccolÃÂ² Machiavelli
"Sarajevo, maybe (Anni Novanta/Feltrinelli)",Gianfranco Bettin
Becoming a Man : Half a Life Story,Paul Monette
OLD MAN AND THE SEA,Ernest Hemingway
Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Melody Carlson
The Dominant Blonde,Alisa Kwitney
Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts
The Girls' Guide to Hunting and Fishing,Melissa Bank
Rena's Promise: A Story of Sisters in Auschwitz,Rena Kornreich Gelissen
America the Beautiful: A Novel,Moon Unit Zappa
Easy Travel to Other Planets,Ted Mooney
The Mist and the Magic (Harper Monogram),Susan Wiggs
Icy Sparks,Gwyn Hyman Rubio
The True and Outstanding Adventures of the Hunt Sisters: A Novel,Elisabeth Robinson
The Time Traveler's Wife,Audrey Niffenegger
Strange Fits of Passion: A Novel,Anita Shreve
The Monk Downstairs: A Novel,Tim Farrington
Lost in Place: Growing Up Absurd in Suburbia,Mark Salzman
My Name Is Asher Lev,Chaim Potok
Waking the Dead,Scott Spencer
Davita's Harp,Chaim Potok
The Book of Lights,Chaim Potok
The Mimic Men,V. S. Naipaul
The Mystic Masseur,V.S. Naipaul
Regain,Jean Giono
Le Grand Meaulnes (Classiques De Poche),Alain-Fournier
A l'Ouest rien de nouveau,Erich Maria Remarque
Pourquoi j'ai mangÃ?ÃÂ© mon pÃ?ÃÂ¨re,Lewis
Ravage,Rene Barjavel
Voyage d'une parisienne Ã?ÃÂ  Lhassa,Alexandra David-NÃ?ÃÂ©el
Les Fleurs Du Mal,C. Baudelaire
Chroniques martiennes,Ray Bradbury
Le Diable Au Corps,Raymond Radiguet
La Faute de l'abbÃ?ÃÂ© Mouret,Emile Zola
L'Homme Qui Plantait Des Arbres,Jean Giono
La Guerre Des Boutons,Pergaud
Paroles de Poilus : Lettres et carnets du front 1914-1918,Collectif
Une porte sur l'Ã?ÃÂ©tÃ?ÃÂ©,Robert A. Heinlein
Die Entdeckung der Langsamkeit.,Sten Nadolny
Die Grenzen des Geschlechts: Anleitungen zum Sturz des internationalen Patriarchats : Amnesty for Women (Rororo Sachbuch),Cheryl Benard
Frauen der Welt: Vom Fortschritt der Ungleichheit,Christa Wichterich
I Ging. Das Buch der Wandlung. Das groÃ?Ã?e Weisheits- und Orakelbuch der alten Chinesen.,John. Blofeld
African Women: Their Struggle for Economic Independence,Christine Obbo
Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell),Christa Wichterich
"Women are the Niggers of the World: ÃÂ¼ber Frauen, Herrenmenschen und Nietzsches Peitsche (AtV Dokument und Essay)",Peter B Heim
Sense and Sensibility (Penguin Popular Classics),Jane Austen
Der gemietete Mann.,Hera Lind
Der Gott der kleinen Dinge.,Arundhati Roy
The Da Vinci Code,Dan Brown
The Rescue,Nicholas Sparks
A Map of the World,Jane Hamilton
Edge of Danger,Jack Higgins
Bridget Jones : The Edge of Reason,Helen Fielding
Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay
The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve
Saving Private Ryan: A Novel,Max Allan Collins
Big Trouble,Dave Barry
Snow Falling on Cedars,David Guterson
Skipping Christmas,JOHN GRISHAM
The Reader,Bernhard Schlink
Cheaters,Eric Jerome Dickey
Angel Falls,KRISTIN HANNAH
The Saving Graces : A Novel,Patricia Gaffney
Daddy's Little Girl,Mary Higgins Clark
The Vineyard : A Novel,Barbara Delinsky
The Looking Glass : A Novel (The Locket Series),Richard Paul Evans
If Only It Were True,Marc Levy
"Dear Stranger, Dearest Friend",Laney Katz Becker
The Cider House Rules: A Novel (Modern Library),John Irving
Lolita (Everyman's Library (Cloth)),VLADIMIR NABOKOV
Message in a Bottle,Nicholas Sparks
Blackbird: A Childhood Lost and Found,Jennifer Lauck
Protect and Defend,Richard North Patterson
Blue Heaven (Contemporary American Fiction S.),Joe Keenan
Julie and Romeo,Jeanne Ray
The Guardian,Nicholas Sparks
Nights in Rodanthe,Nicholas Sparks
Man and Boy,Tony Parsons
One Heart,Jane McCafferty
"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel
"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN
All of Me: A Voluptuous Tale,Venise T. Berry
The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger
The Villa,Nora Roberts
In This Mountain,Jan Karon
"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy
Suzanne's Diary for Nicholas,James Patterson
He Sees You When You're Sleeping : A Novel,Mary Higgins Clark
2nd Chance,James Patterson
The Carousel : A Novel,Richard Paul Evans
The Promise Remains,Travis Thrasher
You Cannot Be Serious,John McEnroe
LAKE NEWS : A Novel,Barbara Delinsky
Liar's Game,Eric Jerome Dickey
Out of the Blue,Sally Mandel
Voice of the Eagle,Linda Lay Shuler
The Kingdom by the Sea: A Journey Around Great Britain,Paul Theroux
Shattered Uk,Dick Francis
The Proud and the Free,Janet Dailey
Shoah,Claude Lanzmann
"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket
TERROR FIRMA,Matthew Thomas
Le Loup-garou,Boris Vian
Chronique d'une mort annoncÃ?ÃÂ©e,Gabriel Garcia Marquez
Le neveu d'AmÃ?ÃÂ©rique,Luis SepÃ?ÃÂºlveda
Last Exit to Brooklyn,Hubert Selby
More George W. Bushisms: More Verbal Contortions from America's 43rd President,Jacob Weisberg
Therapy,David Lodge
Scottish Ghosts,Judy Hamilton
Awful End (Eddie Dickens Trilogy S.),Philip Ardagh
The Wasp Factory,Iain Banks
George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg
The World's Stupidest Laws,David Crombie
"Of Mice and Men (Steinbeck \Essentials\"")""",John Steinbeck
The World's Stupidest Signs,Michael O'Mara
Nessie: The Loch Ness Monster,Richard Brassey
"XIII, tome 13, L'enquÃ?ÃÂªte : the XIII mystery",Jean Van Hamme
How Not to Say What You Mean: A Dictionary of Euphemisms (Oxford Paperback Reference S.),R. W. Holder
Cooking for One (Cook's Essentials),Valerie Ferguson
Les Fourmis,Bernard Werber
How to Draw Celtic Knotwork: A Practical Handbook,Andy Sloss
The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,ALLAN ZOLA KRONZEK
Celtic Myths and Legends,Charles L. Squire
Scottish Folk and Fairy Tales (Penguin Popular Classics),Gordon Jarvie
Terrible Times (Eddie Dickens Trilogy S.),Philip Ardagh
CantilÃÂ¨nes en gelÃÂ©e ; Barnum's digest ; Vingt poÃÂ¨mes inÃÂ©dits (10/18 [i.e. Dix/dix-huit] ; 517),Boris Vian
Glasgow Zen,Alan Spence
Totally Muffins Cookbook (Totally Cookbooks),Helene Siegel
Tigger's Little Book of Diet and Exercise,E.H. Shepard
Eeyore's Little Book of Gloom,Alan Alexander Milne
The Adventures of Dougal,Eric Thompson
Amy and Isabelle,Elizabeth Strout
"Rule of the Bone : Novel, A",Russell Banks
Me Talk Pretty One Day,David Sedaris
Stone Butch Blues,Leslie Feinberg
stardust,Neil Gaiman
Fires of Aggar,Chris Anne Wolfe
Kamikaze Lust,Lauren Sanders
Gossamer Axe,Gael Baudino
Witchfire,Lauren Maddison
Seven Moves,Carol Anshaw
Return to Isis,Jean Stewart
Hood,Emma Donoghue
Leaving Pipe Shop: Memories of Kin,Deborah McDowell
Love Ruins Everything: A Novel,Karen X. Tulchinsky
"Skin: Talking About Sex, Class &amp; Literature",Dorothy Allison
"Death: At Death's Door (Vertigo, Number 1)",Jill Thompson
The Second Coming of Curly Red,Jody Seay
Night Mares,Manda Scott
Hen's Teeth,Manda Scott
The Door to December,Dean R. Koontz
"No Shirt, No Shoes, No Problem!",Jeff Foxworthy
The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks
Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),A.C. Crispin
"The Hutt Gambit (Star Wars: The Han Solo Trilogy, Vol. 2)",A. C. Crispin
"The Paradise Snare (Star Wars: The Han Solo Trilogy, Volume 1)",A. C. Crispin
A Year of Full Moons,Madelyn Arnold
Alanna: The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce
"The Beans of Egypt, Maine",Carolyn Chute
Warrior Moon,Sara Orwig
The Funhouse,Dean R. Koontz
Cold Iron,Melisa Michaels
Circle of Three #12: Written in the Stars (Circle of Three),Isobel Bird
The Space Merchants,Frederik Pohl
DREAMSNAKE,VONDA MCINTYRE
Titan,John Varley
The Year They Burned the Books,Nancy Garden
A Density of Souls,Christopher Rice
Slow River,Nicola Griffith
Changer,Jane Lindskold
Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),Julie Campbell
Lark in the Morning,Nancy Garden
Saving Grace,LEE SMITH
Lena (50 State Quarters),JACQUELINE WOODSON
I Hadn't Meant to Tell You This,Jacqueline Woodson
Raise the Roof: The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,Pat Head Summitt
"Ufos, JFK and Elvis: Conspiracies You Don't Have to Be Crazy to Believe",Richard Belzer
Hannibal,Thomas Harris
